StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,Othersbelief_DO
27/7/25 23:10,27/7/25 23:13,IP Address,24.92.36.242,100,178,TRUE,27/7/25 23:13,R_3JqqIKzP5EQtfl3,,,,,42.9968,-78.1888,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5cd6c1197b871a0001b13589,64,Female,Yes,Yes,Married,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,3,9,2000,3000,3000,2000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,2,0,0,8,Thailand,5cd6c1197b871a0001b13589,others_average |similar_average |poor_focused 
28/7/25 12:04,28/7/25 12:19,IP Address,38.13.49.136,100,942,TRUE,28/7/25 12:19,R_36rQD5q7WAY5t05,,,,,39.7277,-104.9815,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c804f4092ad770015846011,59,Female,Yes,Yes,Married,"$1,000–$1,666/month",Completed undergraduate,Asian,Lean Democrat,2,5,3500,2000,4000,1000,Slightly confident,8,5,9,5,1,1,3,Thailand,5c804f4092ad770015846011,similar_average |others_average |poor_focused 
28/7/25 11:45,28/7/25 12:20,IP Address,96.19.42.57,100,2057,TRUE,28/7/25 12:20,R_7iWLoiRGWlgrR1h,,,,,43.6349,-116.2023,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6335d094ca5827c5d63b143f,43,Male,Yes,Yes,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),White/Caucasian,Independent,4,8,100000,12000,15000,5000,Not at all confident,10 - Completely supportive,2,3,10,0,0,0,Thailand,6335d094ca5827c5d63b143f,others_average |poor_focused |similar_average 
28/7/25 12:11,28/7/25 12:21,IP Address,76.173.79.98,100,581,TRUE,28/7/25 12:21,R_32r1Ojcc1u5xHMf,,,,,21.3454,-158.0842,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",655fa6bf1cfd3bd5343e7778,28,Female,Yes,No,Cohabiting,"$4,167–$4,999/month",Completed undergraduate,Asian,Independent,4,8,100000,75000,100000,80000,Moderately confident,5,10 - Completely supportive,9,5,2,2,1,Thailand,655fa6bf1cfd3bd5343e7778,poor_focused |others_average |similar_average 
28/7/25 12:09,28/7/25 12:21,IP Address,97.228.15.73,100,718,TRUE,28/7/25 12:21,R_7798uKgCtWSsvXn,,,,,36.2158,-115.066,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66a9b3218f8e4eb0be082305,22,Male,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,"Asian,Black/African",Independent,6,6,2500,4500,3000,1900,Not at all confident,5,5,8,5,2,1,2,Thailand,66a9b3218f8e4eb0be082305,others_average |similar_average |poor_focused 
28/7/25 12:20,28/7/25 12:23,IP Address,72.185.45.228,100,203,TRUE,28/7/25 12:23,R_6QSwiZ1TI8rxz7H,,,,,27.9906,-82.7455,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d5497857aff650001a18c3c,55,Female,Yes,Yes,Divorced,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Lean Republican,1,7,10000,20000,20000,5000,Very confident,10 - Completely supportive,7,7,3,1,1,5,Thailand,5d5497857aff650001a18c3c,similar_average |poor_focused |others_average 
28/7/25 12:20,28/7/25 12:24,IP Address,100.34.27.107,100,210,TRUE,28/7/25 12:24,R_7o092Ytg59ILNiU,,,,,40.0364,-75.2219,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65e01ed82bf613ad0f3d1bf0,61,Female,Yes,Yes,Divorced,"Less than $1,000/month",Completed undergraduate,White/Caucasian,Strong Democrat,1,4,7000,100000,100000,50000,Moderately confident,10 - Completely supportive,7,10 - Completely supportive,5,0,0,5,Thailand,65e01ed82bf613ad0f3d1bf0,similar_average |poor_focused |others_average 
28/7/25 12:17,28/7/25 12:24,IP Address,199.160.253.137,100,404,TRUE,28/7/25 12:24,R_5L5XfxZpNm7zvRe,,,,,41.3959,-72.8968,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67aac3d6da39590556da57b4,22,Female,Yes,Yes,Married,"Less than $1,000/month",Completed graduate (Master’s or PhD),"White/Caucasian,Black/African",Lean Republican,3,6,100000,20000,40000,10000,Very confident,9,4,8,2.5,2.5,2.5,2.5,Thailand,67aac3d6da39590556da57b4,others_average |similar_average |poor_focused 
28/7/25 12:22,28/7/25 12:25,IP Address,208.92.185.217,100,153,TRUE,28/7/25 12:25,R_1ndb88RWdzOQzV6,,,,,37.0487,-112.5174,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5fa5c59f357d4e15bafb3b5f,58,Male,Yes,Yes,Married,"$3,334–$4,166/month",Some undergraduate,White/Caucasian,Strong Republican,2,10 - Completely satisfied,3600,5000,4400,3600,Extremely confident,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,5fa5c59f357d4e15bafb3b5f,others_average |poor_focused |similar_average 
28/7/25 11:46,28/7/25 12:26,IP Address,185.101.105.124,100,2388,TRUE,28/7/25 12:26,R_6YxLdoiNogsxkiK,,,,,43.8997,-100.7116,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d47bef1b8777e754726be0,54,Female,No,No,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),White/Caucasian,Strong Democrat,4,9,85000,75000,50000,10000,Very confident,10 - Completely supportive,8,10 - Completely supportive,5,2,2,1,Thailand,67d47bef1b8777e754726be0,others_average |similar_average |poor_focused 
28/7/25 12:24,28/7/25 12:26,IP Address,50.125.81.71,100,133,TRUE,28/7/25 12:26,R_6v2hpVYvz6RUBkl,,,,,47.8022,-122.286,anonymous,EN,I do not wish to participate in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,5e2d295390840b3279624b90,
28/7/25 12:18,28/7/25 12:29,IP Address,172.59.78.74,100,658,TRUE,28/7/25 12:29,R_5SjBSr2qczgRK7A,,,,,39.0537,-94.5906,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66627c8d44858d9736ab25dd,58,Female,Yes,Yes,Married,"$3,334–$4,166/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Republican,2,6,10000,12000,8000,7500,Slightly confident,3,5,6,2,0,0,8,Thailand,66627c8d44858d9736ab25dd,similar_average |others_average |poor_focused 
28/7/25 12:26,28/7/25 12:30,IP Address,174.201.153.55,100,225,TRUE,28/7/25 12:30,R_3ynfuO1ytF0w4KZ,,,,,33.5986,-86.3434,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65c1501098be0f409188762f,33,Female,Yes,Yes,Cohabiting,"$1,667–$2,499/month",Some undergraduate,Black/African,Independent,3,2,6000,6000,6000,4000,Not at all confident,10 - Completely supportive,2,10 - Completely supportive,5,0,0,5,Thailand,65c1501098be0f409188762f,others_average |similar_average |poor_focused 
28/7/25 12:23,28/7/25 12:30,IP Address,71.38.143.189,100,373,TRUE,28/7/25 12:30,R_7e507D6x45etKsd,,,,,36.1651,-115.3605,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5bf21da1f4d94900011ccf32,26,Female,Yes,Yes,Single,"Less than $1,000/month",High school graduate or GED equivalent,Black/African,Strong Democrat,3,2,8000,8000,8000,10000,Slightly confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,3,0,0,7,Thailand,5bf21da1f4d94900011ccf32,similar_average |poor_focused |others_average 
28/7/25 12:27,28/7/25 12:31,IP Address,70.108.10.51,100,264,TRUE,28/7/25 12:31,R_1p2PFvdQtHCqWng,,,,,39.1361,-77.2824,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d3ce7e333350b001a7683a0,74,Male,Yes,Yes,Divorced,"$1,667–$2,499/month",Some graduate,White/Caucasian,Lean Republican,1,2,4000,6000,5000,4000,Moderately confident,3,0 - Not at all supportive,1,3,2,2,3,Thailand,5d3ce7e333350b001a7683a0,others_average |similar_average |poor_focused 
28/7/25 12:29,28/7/25 12:34,IP Address,67.141.242.207,100,250,TRUE,28/7/25 12:34,R_3OHAL7EZ88kxnsC,,,,,31.2074,-83.2502,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66985cf140e39cb2ab102f26,21,Male,Yes,Yes,Single,"$5,000–$5,833/month",Some undergraduate,Black/African,Lean Republican,5,6,20000,10000,10000,6000,Moderately confident,5,0 - Not at all supportive,4,5,0,0,5,Thailand,66985cf140e39cb2ab102f26,similar_average |others_average |poor_focused 
28/7/25 12:29,28/7/25 12:34,IP Address,71.194.27.213,100,316,TRUE,28/7/25 12:34,R_19mCu2HvuHphHC9,,,,,41.874,-88.0038,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e246a245e04db6e93e22666,74,Female,Yes,Yes,Divorced,"$2,500–$3,333/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Democrat,2,8,3500,6000,6000,3500,Not at all confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,3,1,1,Thailand,5e246a245e04db6e93e22666,others_average |similar_average |poor_focused 
28/7/25 12:31,28/7/25 12:37,IP Address,67.232.182.156,100,381,TRUE,28/7/25 12:37,R_7xT7zqD3SU52lcl,,,,,28.5423,-81.5911,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67a8ef6331f586a361a8ec33,59,Non-binary / third gender,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Strong Republican,6,8,15000,10000,9000,3500,Very confident,10 - Completely supportive,7,9,5,0,0,5,Thailand,67a8ef6331f586a361a8ec33,poor_focused |others_average |similar_average 
28/7/25 12:33,28/7/25 12:39,IP Address,67.189.1.39,100,336,TRUE,28/7/25 12:39,R_6SDRZQ8RavCVx5v,,,,,45.7543,-122.8776,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5d100e740277ff00152f7562,48,Female,Yes,Yes,Single,"$2,500–$3,333/month",Some undergraduate,White/Caucasian,Lean Republican,3,4,3333,10000,5000,4000,Not at all confident,2,10 - Completely supportive,2,3,0,0,7,Thailand,5d100e740277ff00152f7562,poor_focused |similar_average |others_average 
28/7/25 12:30,28/7/25 12:39,IP Address,97.86.154.247,100,515,TRUE,28/7/25 12:39,R_5VgB0ts6TOcJEDN,,,,,40.5585,-122.4139,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6598ad7d742e25b376094227,66,Male,Yes,Yes,Single,"$1,667–$2,499/month",Some undergraduate,Hispanic/Latinx,Lean Democrat,1,2,4500,5000,6500,5000,Moderately confident,10 - Completely supportive,9,8,0,0,0,10,Thailand,6598ad7d742e25b376094227,poor_focused |similar_average |others_average 
28/7/25 12:35,28/7/25 12:40,IP Address,174.18.65.39,100,288,TRUE,28/7/25 12:40,R_1kNRrU2Q7La4JUb,,,,,32.2506,-110.884,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66d6376eb15526056851d558,48,Female,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Independent,2,8,13000,8000,16000,5000,Slightly confident,3,0 - Not at all supportive,2,2,0,0,8,Thailand,66d6376eb15526056851d558,poor_focused |others_average |similar_average 
28/7/25 12:35,28/7/25 12:42,IP Address,174.202.193.89,100,413,TRUE,28/7/25 12:42,R_520iFA07T3eO14N,,,,,35.0514,-89.9265,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63e55808e2a9efc0cd65e879,70,Male,Yes,Yes,Divorced,"$1,000–$1,666/month",Some high school,White/Caucasian,Lean Republican,1,2,4000,100000,8000,6000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,5,0,0,5,Thailand,63e55808e2a9efc0cd65e879,similar_average |poor_focused |others_average 
28/7/25 12:40,28/7/25 12:43,IP Address,47.36.148.64,100,161,TRUE,28/7/25 12:43,R_5tnDqmD2sxjMY4u,,,,,46.1847,-119.1391,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e1fc8d45427912f6143b012,62,Female,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Lean Democrat,1,9,3000,10000,6000,5000,Not at all confident,10 - Completely supportive,3,10 - Completely supportive,0,0,0,10,Thailand,5e1fc8d45427912f6143b012,poor_focused |others_average |similar_average 
28/7/25 12:32,28/7/25 12:45,IP Address,76.170.54.163,100,738,TRUE,28/7/25 12:45,R_1IPF99xBjB4iSiH,,,,,34.0672,-118.3016,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",648926f6e1043bef25bccc80,55,Female,Yes,Yes,Married,"$2,500–$3,333/month",Some graduate,White/Caucasian,Strong Republican,2,7,80000,6000,6000,5000,Moderately confident,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,2,1,5,2,Thailand,648926f6e1043bef25bccc80,others_average |similar_average |poor_focused 
28/7/25 12:43,28/7/25 12:47,IP Address,71.192.83.31,100,193,TRUE,28/7/25 12:47,R_7DUmWN5vdaurGV4,,,,,41.7803,-72.618,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63f1b6b09dd844d7802e1682,70,Male,Yes,Yes,Married,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Lean Republican,2,5,2000,2500,3000,1500,Very confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,63f1b6b09dd844d7802e1682,poor_focused |others_average |similar_average 
28/7/25 12:41,28/7/25 12:48,IP Address,136.52.158.29,100,440,TRUE,28/7/25 12:48,R_79jjdO643z34p9N,,,,,33.7074,-117.7054,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60038fcb3919e748155efc28,50,Female,Yes,Yes,Married,"$12,500/month or more",Completed undergraduate,Asian,Lean Democrat,4,7,20000,100000,100000,65000,Slightly confident,8,4,8,5,0,0,5,Thailand,60038fcb3919e748155efc28,similar_average |poor_focused |others_average 
28/7/25 12:47,28/7/25 12:50,IP Address,71.63.161.61,100,185,TRUE,28/7/25 12:50,R_5nkCL5Y0CZWUsTt,,,,,44.4019,-122.7334,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5c797d0cb5254b001690625d,58,Male,Yes,Yes,Single,"$4,167–$4,999/month",Some undergraduate,White/Caucasian,Independent,1,2,50000,10000,40000,8000,Slightly confident,1,2,3,10,0,0,0,Thailand,5c797d0cb5254b001690625d,poor_focused |similar_average |others_average 
28/7/25 12:44,28/7/25 12:50,IP Address,73.0.96.113,100,353,TRUE,28/7/25 12:50,R_1CyhVNOcLTrhSJz,,,,,26.2134,-80.2239,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5cfe91a931c8d200018fd824,24,Male,Yes,Yes,Single,"$8,334–$12,499/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Strong Democrat,3,6,6000,8000,5500,5000,Not at all confident,10 - Completely supportive,2,10 - Completely supportive,2,8,0,0,Thailand,5cfe91a931c8d200018fd824,poor_focused |others_average |similar_average 
28/7/25 12:55,28/7/25 12:58,IP Address,172.59.105.16,100,189,TRUE,28/7/25 12:58,R_5rVARulZMrXRSZa,,,,,29.9317,-90.1026,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67891958c3a3e5437a7ac875,43,Female,Yes,Yes,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),Other,Independent,4,6,17800,10000,15000,7800,Slightly confident,6,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,67891958c3a3e5437a7ac875,others_average |poor_focused |similar_average 
28/7/25 12:54,28/7/25 12:58,IP Address,50.46.168.65,100,241,TRUE,28/7/25 12:58,R_3DRZOGZWvpLqRvd,,,,,45.496,-122.7998,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",622a4cc50412091154bae7f0,62,Female,Yes,Yes,Divorced,"$8,334–$12,499/month",Completed undergraduate,"White/Caucasian,Asian,Pacific Islander",Strong Democrat,2,3,20000,10000,20000,6000,Slightly confident,6,5,10 - Completely supportive,10,0,0,0,Thailand,622a4cc50412091154bae7f0,poor_focused |similar_average |others_average 
28/7/25 12:36,28/7/25 12:59,IP Address,45.18.110.150,100,1363,TRUE,28/7/25 12:59,R_64H7RZ0sNI6BOhA,,,,,29.3496,-98.5609,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65603f388b128e01321fdee9,51,Female,Yes,Yes,Cohabiting,"$1,667–$2,499/month",Completed graduate (Master’s or PhD),"Hispanic/Latinx,Native American",Independent,3,0 - Not at all satisfied,6000,6000,6000,6000,Moderately confident,6,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,65603f388b128e01321fdee9,poor_focused |others_average |similar_average 
28/7/25 12:55,28/7/25 13:00,IP Address,172.58.11.79,100,299,TRUE,28/7/25 13:00,R_6HXLyJSPAAigZvC,,,,,44.9752,-93.2612,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",650497398724fb2ddc7f6640,55,Female,Yes,Yes,Widowed,"$1,000–$1,666/month",High school graduate or GED equivalent,"White/Caucasian,Asian,Other",Strong Democrat,2,3,5000,7000,6000,5000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,10,0,0,0,Thailand,650497398724fb2ddc7f6640,others_average |poor_focused |similar_average 
28/7/25 13:01,28/7/25 13:07,IP Address,104.243.7.34,100,355,TRUE,28/7/25 13:07,R_5amBNvEzrVHzDcx,,,,,28.6035,-96.6262,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66d66b84fcefd5737460c737,23,Male,Yes,Yes,Single,Prefer not to say,Prefer not to say,"White/Caucasian,Hispanic/Latinx",Strong Republican,3,5,5000,6000,6000,4000,Slightly confident,8,5,6,6,0,1,3,Thailand,66d66b84fcefd5737460c737,similar_average |others_average |poor_focused 
28/7/25 13:06,28/7/25 13:08,IP Address,174.234.1.220,100,144,TRUE,28/7/25 13:08,R_53D5x3rFkh5aqc8,,,,,39.7391,-104.9866,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",61008462e0ead7f43d1c5c1e,28,Non-binary / third gender,Yes,Yes,Single,"$1,667–$2,499/month",Completed graduate (Master’s or PhD),"White/Caucasian,Hispanic/Latinx",Independent,1,5,10000,7000,8000,6000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2.5,2.5,2.5,2.5,Thailand,61008462e0ead7f43d1c5c1e,poor_focused |similar_average |others_average 
28/7/25 12:59,28/7/25 13:10,IP Address,97.202.63.172,100,646,TRUE,28/7/25 13:10,R_3FR1VbNQrjBoftH,,,,,33.4758,-112.1932,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d028b6021b038230ccfd4c,40,Male,Yes,Yes,Cohabiting,"$5,000–$5,833/month",Some graduate,White/Caucasian,Lean Democrat,3,7,8000,7000,8500,4000,Moderately confident,9,8,10 - Completely supportive,4,3,2,1,Thailand,67d028b6021b038230ccfd4c,poor_focused |others_average |similar_average 
28/7/25 13:07,28/7/25 13:12,IP Address,130.255.67.56,100,305,TRUE,28/7/25 13:12,R_3rZVO4jlHAd1hzL,,,,,33.6988,-78.916,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67f11f466f1c4a3d8deab7b3,61,Male,Yes,Yes,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),Black/African,Strong Democrat,6,7,23000,17000,20000,6000,Moderately confident,7,3,10 - Completely supportive,2,3,2,3,Thailand,67f11f466f1c4a3d8deab7b3,poor_focused |others_average |similar_average 
28/7/25 13:08,28/7/25 13:13,IP Address,173.233.114.23,100,307,TRUE,28/7/25 13:13,R_3FWy9A4skixPfBD,,,,,33.9416,-80.3203,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5858610a7ac7900001733bb2,46,Male,Yes,Yes,Married,"$1,667–$2,499/month",Some undergraduate,Black/African,Independent,4,7,3500,10000,30000,5000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,2,3,0,Thailand,5858610a7ac7900001733bb2,poor_focused |others_average |similar_average 
28/7/25 13:13,28/7/25 13:16,IP Address,73.170.255.237,100,178,TRUE,28/7/25 13:16,R_1SeDbOYN5hCNeN3,,,,,37.3767,-122.0198,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6101b72885c3ee96bb90745c,31,Female,Yes,Yes,Cohabiting,"$5,000–$5,833/month",Completed undergraduate,Hispanic/Latinx,Lean Democrat,2,7,9000,4000,7000,5000,Moderately confident,7,1,7,0,0,0,10,Thailand,6101b72885c3ee96bb90745c,similar_average |poor_focused |others_average 
28/7/25 13:09,28/7/25 13:16,IP Address,172.56.89.68,100,403,TRUE,28/7/25 13:16,R_5oSoJHyJCRy7BBM,,,,,29.4553,-98.5677,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6286b2b633eaea5194b9ba13,22,Male,Yes,Yes,Single,"$1,667–$2,499/month",Some undergraduate,"White/Caucasian,Hispanic/Latinx",Lean Democrat,2,5,6250,9500,7500,5000,Moderately confident,10 - Completely supportive,4,8,3,1,1,5,Thailand,6286b2b633eaea5194b9ba13,similar_average |poor_focused |others_average 
28/7/25 13:16,28/7/25 13:21,IP Address,166.196.107.49,100,296,TRUE,28/7/25 13:21,R_50pkS0zmDRhuR9r,,,,,34.7448,-92.2883,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",65ef36b4605f3b749d98e3d4,47,Female,Yes,Yes,Separated,"Less than $1,000/month",High school graduate or GED equivalent,White/Caucasian,Independent,4,4,1000,3000,2000,4000,Moderately confident,8,8,7,0,0,0,10,Thailand,65ef36b4605f3b749d98e3d4,others_average |poor_focused |similar_average 
28/7/25 13:18,28/7/25 13:21,IP Address,174.218.194.91,100,232,TRUE,28/7/25 13:21,R_114M07YWjXERSet,,,,,29.9509,-90.1007,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6692d2d89afd0ca6187bc086,43,Female,Yes,Yes,Separated,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Independent,3,3,3000,2000,2500,2500,Moderately confident,4,6,6,5,0,0,5,Thailand,6692d2d89afd0ca6187bc086,similar_average |poor_focused |others_average 
28/7/25 13:19,28/7/25 13:23,IP Address,98.178.162.107,100,245,TRUE,28/7/25 13:23,R_3dKOw4RnhVu63Mv,,,,,35.9928,-95.8152,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",647c65c5acb91c89819c7970,56,Male,Yes,Yes,Single,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,5,4,3500,5000,4000,4000,Moderately confident,3,10 - Completely supportive,5,0,0,0,10,Thailand,647c65c5acb91c89819c7970,poor_focused |others_average |similar_average 
28/7/25 13:19,28/7/25 13:24,IP Address,37.218.211.192,100,306,TRUE,28/7/25 13:24,R_5OfybtdEMqkLaEN,,,,,40.6601,-74.2098,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",680ec630bc2232d82dc78119,62,Male,Yes,Yes,Married,"$12,500/month or more",Completed graduate (Master’s or PhD),White/Caucasian,Strong Republican,2,9,15000,8500,15000,6000,Moderately confident,6,5,Don't know/prefer not to answer,4,3,2,1,Thailand,680ec630bc2232d82dc78119,poor_focused |similar_average |others_average 
28/7/25 13:22,28/7/25 13:24,IP Address,71.88.124.76,100,159,TRUE,28/7/25 13:24,R_5itlMFthURjrLdG,,,,,35.1667,-88.5951,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5f82567f1e720a3842580d23,64,Male,Yes,Yes,Cohabiting,"$4,167–$4,999/month",Completed undergraduate,White/Caucasian,Strong Republican,3,9,5000,3000,5000,2000,Slightly confident,6,0 - Not at all supportive,5,1,2,2,5,Thailand,5f82567f1e720a3842580d23,poor_focused |others_average |similar_average 
